dataset/center_2020_02_26_14_54_39_595.jpg,dataset/left_2020_02_26_14_54_39_595.jpg,dataset/right_2020_02_26_14_54_39_595.jpg,0,0,0,25.26385
dataset/center_2020_02_26_14_54_39_664.jpg,dataset/left_2020_02_26_14_54_39_664.jpg,dataset/right_2020_02_26_14_54_39_664.jpg,0,0,0,25.11135
dataset/center_2020_02_26_14_54_39_738.jpg,dataset/left_2020_02_26_14_54_39_738.jpg,dataset/right_2020_02_26_14_54_39_738.jpg,0,0,0,24.90944
dataset/center_2020_02_26_14_54_39_807.jpg,dataset/left_2020_02_26_14_54_39_807.jpg,dataset/right_2020_02_26_14_54_39_807.jpg,0,0,0,24.75908
dataset/center_2020_02_26_14_54_39_882.jpg,dataset/left_2020_02_26_14_54_39_882.jpg,dataset/right_2020_02_26_14_54_39_882.jpg,0,0,0,24.56001
dataset/center_2020_02_26_14_54_39_956.jpg,dataset/left_2020_02_26_14_54_39_956.jpg,dataset/right_2020_02_26_14_54_39_956.jpg,0,0,0,24.36254
dataset/center_2020_02_26_14_54_40_024.jpg,dataset/left_2020_02_26_14_54_40_024.jpg,dataset/right_2020_02_26_14_54_40_024.jpg,0,0,0,24.21548
dataset/center_2020_02_26_14_54_40_091.jpg,dataset/left_2020_02_26_14_54_40_091.jpg,dataset/right_2020_02_26_14_54_40_091.jpg,0,0,0,24.06931
dataset/center_2020_02_26_14_54_40_158.jpg,dataset/left_2020_02_26_14_54_40_158.jpg,dataset/right_2020_02_26_14_54_40_158.jpg,0,0,0,23.87579
dataset/center_2020_02_26_14_54_40_232.jpg,dataset/left_2020_02_26_14_54_40_232.jpg,dataset/right_2020_02_26_14_54_40_232.jpg,0,0,0,23.68382
dataset/center_2020_02_26_14_54_40_300.jpg,dataset/left_2020_02_26_14_54_40_300.jpg,dataset/right_2020_02_26_14_54_40_300.jpg,0,0,0,23.54086
dataset/center_2020_02_26_14_54_40_367.jpg,dataset/left_2020_02_26_14_54_40_367.jpg,dataset/right_2020_02_26_14_54_40_367.jpg,0,0,0,23.39877
dataset/center_2020_02_26_14_54_40_440.jpg,dataset/left_2020_02_26_14_54_40_440.jpg,dataset/right_2020_02_26_14_54_40_440.jpg,0,0.1787664,0,23.26793
dataset/center_2020_02_26_14_54_40_512.jpg,dataset/left_2020_02_26_14_54_40_512.jpg,dataset/right_2020_02_26_14_54_40_512.jpg,0,0.4155544,0,23.37503
dataset/center_2020_02_26_14_54_40_591.jpg,dataset/left_2020_02_26_14_54_40_591.jpg,dataset/right_2020_02_26_14_54_40_591.jpg,0,0.6032292,0,23.60126
dataset/center_2020_02_26_14_54_40_663.jpg,dataset/left_2020_02_26_14_54_40_663.jpg,dataset/right_2020_02_26_14_54_40_663.jpg,0,0.457724,0,23.96001
dataset/center_2020_02_26_14_54_40_731.jpg,dataset/left_2020_02_26_14_54_40_731.jpg,dataset/right_2020_02_26_14_54_40_731.jpg,0,0.4158908,0,24.07655
dataset/center_2020_02_26_14_54_40_803.jpg,dataset/left_2020_02_26_14_54_40_803.jpg,dataset/right_2020_02_26_14_54_40_803.jpg,0.05,0.6533687,0,24.39684
dataset/center_2020_02_26_14_54_40_877.jpg,dataset/left_2020_02_26_14_54_40_877.jpg,dataset/right_2020_02_26_14_54_40_877.jpg,0.25,0.8959305,0,24.91436
dataset/center_2020_02_26_14_54_40_945.jpg,dataset/left_2020_02_26_14_54_40_945.jpg,dataset/right_2020_02_26_14_54_40_945.jpg,0,1,0,25.44629
